Unnamed: 0,id,image,text,title,url,full_description,translation
92,RAVVAST,https://mynoise.net/Data/RAVVAST/bg.jpg," A Haunting Journey This generator brings to mind the endless walk of a lone pilgrim, lost in his thoughts and prayers. Like all generators on myNoise, this one has no true end, bringing to mind the road traveled by our pilgrim - repetitive, but ever-changing. Journey along part of that road yourself by humming along with the last slider; you may find the melody remains with you long after you leave. This soundscape is an attempt to answer the recurring request for a generator featuring a hang drum, a melodic percussion instrument shaped like an UFO, often used in meditative music. Technically speaking, what you are currently hearing is not a hang drum, but a RAV drum - a cheaper, yet high-quality variant. The RAV sounds different: it offers a longer sustain and richer harmonics than its cousin. The creation of this generator required that I learn to play the RAV, a time-consuming process involving daily practice that unfortunately delayed the generator's release. ",The Pilgrim,https://mynoise.net/NoiseMachines/tongueDrumSoundscapeGenerator.php,"The Pilgrim
 A Haunting Journey This generator brings to mind the endless walk of a lone pilgrim, lost in his thoughts and prayers. Like all generators on myNoise, this one has no true end, bringing to mind the road traveled by our pilgrim - repetitive, but ever-changing. Journey along part of that road yourself by humming along with the last slider; you may find the melody remains with you long after you leave. This soundscape is an attempt to answer the recurring request for a generator featuring a hang drum, a melodic percussion instrument shaped like an UFO, often used in meditative music. Technically speaking, what you are currently hearing is not a hang drum, but a RAV drum - a cheaper, yet high-quality variant. The RAV sounds different: it offers a longer sustain and richer harmonics than its cousin. The creation of this generator required that I learn to play the RAV, a time-consuming process involving daily practice that unfortunately delayed the generator's release. ","Паломник
Захватывающее путешествие этот генератор напоминает бесконечные прогулки одинокого паломника, потерянный в своих мыслях и молитвах. Как и все генераторы на myNoise, это не имеет истинной цели, доведя до ума путем шел наш странник, повторяющиеся, но постоянно меняется. Путешествие по этой дороге самостоятельно, напевая вместе с последним слайдер; вы можете найти мелодия остается с вами надолго. Эта звуковая среда является попыткой ответить на повторяющийся запрос на генератор с повесить барабан, мелодический ударный инструмент, по форме напоминающий НЛО, который часто используется в медитативной музыкой. Технически говоря, то, что вы сейчас слышите, не вешать барабан, но РАВ барабана - более дешевый, но качественный вариант. Ари звучит по-другому: он предлагает больше выдержать и богаче гармониками, чем его кузен. Создание такого генератора требует, чтобы я научиться играть на РАВ, трудоемкий процесс, включающий в повседневной практике, что, к сожалению, затянули выхода генератора. "
93,IRISHCOAST,https://mynoise.net/Data/IRISHCOAST/bg.jpg,"The Irish Coastal Experience, without the Rain Coat Earlier this year we embarked on a small ferry boat . The day was a stormy one, making conditions perfect for recording white noise in the natural world. We have finally reached our destination: Cape Clear, a small island along the Irish coast. You stand upon a cliff, with the wind blowing in your face. See the gray sky above you and folding waves below. Now close your eyes and enjoy the light drizzle on your face, carried fast and cold by the sea wind. Breathe in slowly and deeply, and feel the invigorating sensation of inhaling fresh salty air. This soundscape combines them all — the ocean waves, the wind and the rain — into a powerful sound blocker. Compared to a classic white noise, the naturally occurring sounds from the coastal environment in this noise generator translates into a lower fatigue level, even after a few hours of intensive use in a loud office. Have a try! ",Irish Coast,https://mynoise.net/NoiseMachines/windSeaRainNoiseGenerator.php,"Irish Coast
The Irish Coastal Experience, without the Rain Coat Earlier this year we embarked on a small ferry boat . The day was a stormy one, making conditions perfect for recording white noise in the natural world. We have finally reached our destination: Cape Clear, a small island along the Irish coast. You stand upon a cliff, with the wind blowing in your face. See the gray sky above you and folding waves below. Now close your eyes and enjoy the light drizzle on your face, carried fast and cold by the sea wind. Breathe in slowly and deeply, and feel the invigorating sensation of inhaling fresh salty air. This soundscape combines them all — the ocean waves, the wind and the rain — into a powerful sound blocker. Compared to a classic white noise, the naturally occurring sounds from the coastal environment in this noise generator translates into a lower fatigue level, even after a few hours of intensive use in a loud office. Have a try! ","Ирландского Побережья
Ирландский береговой опыт, без дождя пальто в начале этого года мы погрузились на небольшой паром . День был бурным, делая условия идеально подходит для записи белого шума в природе. Мы, наконец, достигли нашей цели: Мыс ясно, небольшой остров вдоль ирландского побережья. Ты стоишь на утесе, с ветром, дующим в лицо. Видеть серое небо над вами и складывающиеся волны. Теперь закройте глаза и наслаждайтесь, как мелкий дождь на вашем лице, осуществляется быстрый и холодный морской ветер. Дышите медленно и глубоко, и почувствовать бодрящее ощущение вдыхая свежий соленый воздух. Это звучание сочетает в себе их все — океанские волны, ветер и дождь — в мощный звуковой блокиратор. По сравнению с классическим белым шумом, естественным звуков из прибрежной среды в этом генератор шума приведет к снижению уровня усталости, даже после нескольких часов интенсивного использования в шумном офисе. Попробуйте! "
94,CHURCH,https://mynoise.net/Data/CHURCH/bg.jpg,"All Souls' Day On November 2nd, Catholics honor the lives of their deceased relatives. After a religious ceremony marked by extensive recollection and prayer, people leave the church and visit the adjoining cemeteries to place flowers on the graves of deceased family members and close friends. This soundscape recreates the specific atmosphere within the church, on a cold, rainy day. Much attention has been put into details; subtle audio cues will let you experience the possibly creepy presence of a silent audience around you. Headphones are recommended to achieve the best effect: not only they will isolate you from your environment, but transport you right into the middle of the church. Be prepared for a very immersive experience! ",Beatae Memoriae,https://mynoise.net/NoiseMachines/churchAtmosphereSoundGenerator.php,"Beatae Memoriae
All Souls' Day On November 2nd, Catholics honor the lives of their deceased relatives. After a religious ceremony marked by extensive recollection and prayer, people leave the church and visit the adjoining cemeteries to place flowers on the graves of deceased family members and close friends. This soundscape recreates the specific atmosphere within the church, on a cold, rainy day. Much attention has been put into details; subtle audio cues will let you experience the possibly creepy presence of a silent audience around you. Headphones are recommended to achieve the best effect: not only they will isolate you from your environment, but transport you right into the middle of the church. Be prepared for a very immersive experience! ","Beatae Memoriae На
День поминовения усопших 2 ноября, чести католиков жизни своих умерших родственников. После религиозной церемонии отмечены обширные воспоминания и молитвы, люди покидают церковь и посетить близлежащий кладбищ, чтобы возложить цветы на могилы умерших членов семьи и близких друзей. Этот звуковой воссоздает особую атмосферу в церкви, в холодный, дождливый день. Много внимания было вложено в детали; тонкие звуковые сигналы позволит вам испытать, возможно, жутко присутствии безмолвными зрителями вокруг вас. Наушники рекомендуются для достижения наилучшего эффекта: они не только изолирует вас от окружающей среды, но и перенесет вас прямо в середину храма. Будьте готовы к очень захватывающий опыт! "
95,AIRPORT,https://mynoise.net/Data/AIRPORT/bg.jpg,"No Boarding Pass Required If you came to this page thinking you could learn about a way to enter an airport terminal area without a boarding pass, then you will be disappointed. But, if you are looking for the constant noise that is characteristic of an airport terminal zone, then you won't! This soundscape can be used to effectively wipe out disturbing conversations from your colleagues, when you are at work. Use headphones rather than loudspeakers: you don't want to turn your entire open-plan office into an airport terminal, do you? Special thanks to myNoise user Mike Paul who recorded most of the airport ambiences featured in this soundscape. ",Terminal A,https://mynoise.net/NoiseMachines/airportTerminalNoiseGenerator.php,"Terminal A
No Boarding Pass Required If you came to this page thinking you could learn about a way to enter an airport terminal area without a boarding pass, then you will be disappointed. But, if you are looking for the constant noise that is characteristic of an airport terminal zone, then you won't! This soundscape can be used to effectively wipe out disturbing conversations from your colleagues, when you are at work. Use headphones rather than loudspeakers: you don't want to turn your entire open-plan office into an airport terminal, do you? Special thanks to myNoise user Mike Paul who recorded most of the airport ambiences featured in this soundscape. ","Терминал
Нет посадочного талона обязательно, если Вы зашли на эту страничку, думая, вы могли узнать о пути, чтобы ввести терминал в районе Аэропорт без посадочного талона, то вы будете разочарованы. Но, если вы ищете постоянного шума, который характерен для зоны аэропорта, то вы не будете! Это звучание может быть использована, чтобы эффективно уничтожить тревожных разговоров с вашими коллегами, когда вы находитесь на работе. Используйте наушники, а не колонки: вы не хотите, чтобы превратить весь ваш офис с открытой планировкой в терминале аэропорта, не так ли? Особая благодарность myNoise пользователя Майк Павла, который записал большинство атмосфер аэропорта, показанные в этом звуковой. "
96,THUNDER,https://mynoise.net/Data/THUNDER/bg.jpg,"The Sound of Thunder, without the fear of strikes Our Rain Noise is by far the most often played sound on myNoise, attracting thousands of visitors every day! It sounds very even, and works perfectly as a noise blocker but also is used to relieve stress and tension. While our rain noise provides a lot of rain, and just a touch of thunder rumble in the lower register, our thunder noise generator is the opposite: a lot of thunder, and just the right amount of rain to fill in the higher frequencies. The rain on Distant Thunder is slightly more dynamic too, offering subtle variations over time, which is how rain should sound below thunderclouds. Turn the Animate! feature on, to further increase this effect. This thunder soundscape has been deliberately kept quiet and calm: no instant thunder clap or lightning strike will frighten people with anxiety problems, or astraphobia (the fear of thunder and lightning). Have you ever heard of Rain.today ? It's an online rain generator that perfectly blends with this one! Try combining both, you will be surprised. Click the orange link to add another layer of rain sounds ",Distant Thunder,https://mynoise.net/NoiseMachines/thunderNoiseGenerator.php,"Distant Thunder
The Sound of Thunder, without the fear of strikes Our Rain Noise is by far the most often played sound on myNoise, attracting thousands of visitors every day! It sounds very even, and works perfectly as a noise blocker but also is used to relieve stress and tension. While our rain noise provides a lot of rain, and just a touch of thunder rumble in the lower register, our thunder noise generator is the opposite: a lot of thunder, and just the right amount of rain to fill in the higher frequencies. The rain on Distant Thunder is slightly more dynamic too, offering subtle variations over time, which is how rain should sound below thunderclouds. Turn the Animate! feature on, to further increase this effect. This thunder soundscape has been deliberately kept quiet and calm: no instant thunder clap or lightning strike will frighten people with anxiety problems, or astraphobia (the fear of thunder and lightning). Have you ever heard of Rain.today ? It's an online rain generator that perfectly blends with this one! Try combining both, you will be surprised. Click the orange link to add another layer of rain sounds ","Отдаленный Гром
Звук грома, без страха бросается в шум дождя на сегодняшний день чаще всего играет звук на myNoise, привлекая тысячи посетителей каждый день! Это звучит очень даже, и прекрасно работает как блокиратор шума, но также используется для снятия стресса и напряжения. Пока наш шум дождя обеспечивает большое дождя, и просто прикосновение рокот грома в нижнем регистре, наш генератор шума гром-наоборот: много грохота, а только нужное количество осадков, чтобы заполнить более высоких частотах. Дождь на отдаленный раскат грома слишком немного более динамичным, предлагая тонкие изменения с течением времени, которое как дождь должен звучать ниже грозовых облаков. Поверните анимировать! функцию, чтобы еще больше увеличить этот эффект. Этот звуковой Гром был намеренно тихо и спокойно: нет мгновенный удар грома или удара молнии пугать людей с проблемами беспокойства, или astraphobia (боязнь грома и молний). Вы когда-нибудь слышали о дожде.сегодня ? Это генератор онлайн дождь, который прекрасно сочетается с этим! Попробуйте совместить оба, вы будете удивлены. Нажмите на оранжевую ссылку, чтобы добавить еще один слой звуки дождя "
97,RAIN,https://mynoise.net/Data/RAIN/bg.jpg,"The Sound of Rain, without the wet feet The sound of rain is one of the most relaxing sounds in existence. This sound alone eases away stress and makes everything outside look more calm and quiet. The sound of rain is great for helping one to fall asleep and for covering background noises. If you like this generator, try Rain on a Tent White Rain or Distant Thunder , the other rain noise generators available from this website. Have you ever heard of Rain.today ? It's an online rain generator that perfectly blends with this one! Try combining both, you will be surprised. Click the orange link to add another layer of rain sounds ",Rain Noise,https://mynoise.net/NoiseMachines/rainNoiseGenerator.php,"Rain Noise
The Sound of Rain, without the wet feet The sound of rain is one of the most relaxing sounds in existence. This sound alone eases away stress and makes everything outside look more calm and quiet. The sound of rain is great for helping one to fall asleep and for covering background noises. If you like this generator, try Rain on a Tent White Rain or Distant Thunder , the other rain noise generators available from this website. Have you ever heard of Rain.today ? It's an online rain generator that perfectly blends with this one! Try combining both, you will be surprised. Click the orange link to add another layer of rain sounds ","Шум Дождя
Шум дождя, без мокрых ног шум дождя-один из самых приятных звуков в мире. Один только этот звук успокаивает снимает напряжение и делает все, что снаружи выглядят более спокойный и тихий. Шум дождя отлично подходит для помогая заснуть и для покрытия фоновые шумы. Если вам нравится этот генератор, попробовать дождь на палатке Белый дождь и отдаленный гром , другие дождь генераторов шума, доступных с этого сайта. Вы когда-нибудь слышали о дожде.сегодня ? Это генератор онлайн дождь, который прекрасно сочетается с этим! Попробуйте совместить оба, вы будете удивлены. Нажмите на оранжевую ссылку, чтобы добавить еще один слой звуки дождя "
98,MAGIC_LOCUSTS,https://mynoise.net/Data/MAGIC_LOCUSTS/bg.jpg,"Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ",Summer Night,https://mynoise.net/NoiseMachines/magicLocustsGenerator.php,"Summer Night
Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ","Летняя Ночь
Откройте для себя нашу серию волшебный генератор... для патронов только. Вы можете быть поражены несколько звуковых генераторов myNoise раньше, но они будут в буквальном смысле удивит вас, всегда! Наши волшебные серии-это бонус для людей, которые поддерживают этот сайт. Каждый раз при загрузке страницы, стебли слепо взяты из нашей большой бассейн из высококачественных аудиозаписей, создавая атмосферу, которая является уникальной на данный момент. "
99,CLOCK,https://mynoise.net/Data/CLOCK/bg.jpg,"Right in the middle, between past and future The ticking of a clock is a powerful sound. Symbolically, it relates to time, a concept that may feel straightforward to most of us - the minute split into seconds, the hour into minutes, the day into hours, and so on - but really it isn't. Take the time to think about it: if present is the most real perception of time, almost all of what we perceive as the present is already past... The tickling of a clock also represents a sort of audible version of the Yin and the Yang principle. The beauty of the ticking not only comes from the sound itself, but also from the quality of the silence that happens between the ticks. Silence is a relative concept though, as absolute silence does not exist. Without the audible ticks of a clock, the silence filling your room would probably not sound as quiet. So, as the tick needs silence to outshine, silence needs the tick too. For meditation use, focus your attention on one single clock and let the sound of the others fade away from your perception; then shift your attention to one of the other clocks and repeat the exercise. Alternatively, you can listen to multiple clocks at once, and concentrate on the beating and drifting that occurs among them. ",Timemakers,https://mynoise.net/NoiseMachines/clockTickTockNoiseGenerator.php,"Timemakers
Right in the middle, between past and future The ticking of a clock is a powerful sound. Symbolically, it relates to time, a concept that may feel straightforward to most of us - the minute split into seconds, the hour into minutes, the day into hours, and so on - but really it isn't. Take the time to think about it: if present is the most real perception of time, almost all of what we perceive as the present is already past... The tickling of a clock also represents a sort of audible version of the Yin and the Yang principle. The beauty of the ticking not only comes from the sound itself, but also from the quality of the silence that happens between the ticks. Silence is a relative concept though, as absolute silence does not exist. Without the audible ticks of a clock, the silence filling your room would probably not sound as quiet. So, as the tick needs silence to outshine, silence needs the tick too. For meditation use, focus your attention on one single clock and let the sound of the others fade away from your perception; then shift your attention to one of the other clocks and repeat the exercise. Alternatively, you can listen to multiple clocks at once, and concentrate on the beating and drifting that occurs among them. ","Timemakers
Прямо посередине, между прошлым и будущим тиканье часов-это мощный звук. Символично, что это относится к времени, понятие, которое может чувствовать себя просто большинство из нас - минуты разделились на секунды, на минуты, на следующий день в часов, и так далее - но на самом деле это не так. Потратьте время, чтобы думать об этом: если представить это самое реальное восприятие времени, почти все, что мы воспринимаем как настоящее-это уже прошлое... щекотки часов также представляет собой своего рода звуковая версия Инь и Ян принципе. Красота тикают не только сам звук, но также от качества тишина, которая происходит между клещами. Хотя тишина-это понятие относительное, абсолютной тишины не существует. Не слышно тиканья часов, тишину заполняя свой номер, вероятно, не звучат как спокойный. Так как клещ должен затмить тишина, тишина потребности клеща тоже. Использовать для медитации, сосредоточить свое внимание на одном часы и пусть звук другим исчезают из вашего восприятия; затем перенесите ваше внимание на один из других часов и повторите упражнение. Кроме того, вы можете прослушивать несколько часов сразу, и сосредоточиться на избиении и дрифта, что происходит между ними. "
100,THROAT,https://mynoise.net/Data/THROAT/bg.jpg,"Drones Drones are built from a single, unbroken, musical note − sometimes a simple chord. Their harmonic content is the only characteristic evolving with time. Therefore, drones constantly balance listeners between two hearing states: the unchanging and steady sound, and the ever-evolving tone. The ever-evolving texture gives your mind something to focus on, while the constant pitch makes it virtually impossible to concentrate on anything but the sound you hear.",Tibetan Choir,https://mynoise.net/NoiseMachines/throatSingingDroneGenerator.php,"Tibetan Choir
Drones Drones are built from a single, unbroken, musical note − sometimes a simple chord. Their harmonic content is the only characteristic evolving with time. Therefore, drones constantly balance listeners between two hearing states: the unchanging and steady sound, and the ever-evolving tone. The ever-evolving texture gives your mind something to focus on, while the constant pitch makes it virtually impossible to concentrate on anything but the sound you hear.","Тибетский Хор
Дроны-беспилотники, построенные из единой, непрерывной, музыкальная нота − иногда простой аккорд. Их содержание гармоник является единственной характеристикой развивается с течением времени. Таким образом, дроны постоянно балансировать слушателей между двумя государствами слуха: неизменный и устойчивый звук, и пестрые тона. Постоянно меняющейся текстурой дарит свой разум, чтобы сосредоточиться, в то время как постоянное поле практически невозможно сосредоточиться ни на чем, но звук, который вы слышите."
101,ANAMNESIS,https://mynoise.net/Data/ANAMNESIS/bg.jpg,"The answers to our questions are already within us To Plato - the ancient Greek philosopher - learning is a paradox: a person can neither learn what he already knows, nor inquire about what is outside the scope of his knowledge. But what if knowledge was already in our soul from before birth? Socrates suggests that the soul could be immortal, and repeatedly incarnated. What one perceives to be learning, then, could be actually the recovery of that latent knowledge acquired from eternity, but lost in the trauma of birth. This process, Socrates refers to as Anamnesis",Anamnesis,https://mynoise.net/NoiseMachines/anamnesisSoundscapeGenerator.php,"Anamnesis
The answers to our questions are already within us To Plato - the ancient Greek philosopher - learning is a paradox: a person can neither learn what he already knows, nor inquire about what is outside the scope of his knowledge. But what if knowledge was already in our soul from before birth? Socrates suggests that the soul could be immortal, and repeatedly incarnated. What one perceives to be learning, then, could be actually the recovery of that latent knowledge acquired from eternity, but lost in the trauma of birth. This process, Socrates refers to as Anamnesis","Анамнез
Ответы на наши вопросы уже есть внутри нас Платон - древнегреческий философ - обучение-это парадокс: человек не может ни узнать, что он уже знает, ни узнать о том, что выходит за рамки его знаний. Но что, если знания уже есть в нашей душе еще до рождения? Сократ говорит о том, что душа может быть бессмертной, и неоднократно воплощался. То, что один воспринимает обучение, то, может быть на самом деле восстановление, что скрытые знания, полученные от вечности, но проиграл в травму рождения. Этот процесс, Сократ ссылается как анамнез"
102,SWEEP,https://mynoise.net/Data/SWEEP/bg.jpg,"White Noise Wind Sweep Noise is made by frequency peaks whose sweeping produces the same spectrum as Static White Noise but only as an average over time. Sweep Noise can often be used at lower levels than conventional White Noise, because of the higher energy located in those frequency peaks. Sweep noise can be found in natural sounds such as Wind Noise and Ocean Waves ",Sweep Noise,https://mynoise.net/NoiseMachines/sweepNoiseGenerator.php,"Sweep Noise
White Noise Wind Sweep Noise is made by frequency peaks whose sweeping produces the same spectrum as Static White Noise but only as an average over time. Sweep Noise can often be used at lower levels than conventional White Noise, because of the higher energy located in those frequency peaks. Sweep noise can be found in natural sounds such as Wind Noise and Ocean Waves ","Развертки Шума
Белый шум развертки шум ветра производится по частоте пиков подметание которого дает тот же спектр как статический белый шум, но только в среднем по времени. Развертки шума часто может использоваться на более низких уровнях, чем обычный белый шум, из-за более высокой энергии, расположенных в тех частотных пиков. Развертки шума может быть найден в естественных звуков, таких как шум ветра и океанских волн "
103,DATACENTER,https://mynoise.net/Data/DATACENTER/bg.jpg,"The wooosh without the petaflops Data centers are not only the brains of modern tech companies, they are the cathedrals of all information technology. All the computer, server and networking components needed by our modern world are packed into large, isolated, climate controlled, secured rooms. In there, the sound of the equipment is intense: the fans whooshing, the power supply units humming, the hard drives spinning... Listen. Close your eyes. You are surrounded by the electronic brains of the modern world; each processing requests, crunching data, and assembling responses at almost light speed! If the Internet was a sound, this would be it. ",Data Center,https://mynoise.net/NoiseMachines/dataCenterNoiseGenerator.php,"Data Center
The wooosh without the petaflops Data centers are not only the brains of modern tech companies, they are the cathedrals of all information technology. All the computer, server and networking components needed by our modern world are packed into large, isolated, climate controlled, secured rooms. In there, the sound of the equipment is intense: the fans whooshing, the power supply units humming, the hard drives spinning... Listen. Close your eyes. You are surrounded by the electronic brains of the modern world; each processing requests, crunching data, and assembling responses at almost light speed! If the Internet was a sound, this would be it. ","Центр Обработки Данных 
В wooosh без центров обработки данных ЦОД-это не только мозги современных высокотехнологичных компаний, они являются соборы всех информационных технологий. Всех компьютеров, серверов и сетевых компонентов, необходимых нашему современному миру упакованы в большие, изолированные, климат-контролем, обеспеченным номера. Там, звукового оборудования является напряженной: болельщики свист, гудение блоков питания, жестких дисков спиннинг... слушать. Закройте глаза. Вас окружают электронные мозги современного мира; каждая обработка запросов, обработка данных, монтаж и ответов на почти световой скорости! Если Интернет был звук, это было бы его. "
104,FIRE,https://mynoise.net/Data/FIRE/bg.jpg,"The sound of fire, without the burns Rain and fire noises represent natural sources of White Noise and Impulse Noise combined. Compared to Rain Noise , the noise of a fire offers sharper transients - the crackles - and a darker, warmer, level of white noise, only audible in the lower register. Instead of listening to pure white noise, some people switch to natural rain noise to perceptually cool down during summer time, and fire noise when days are getting darker and colder. ",The Fireplace,https://mynoise.net/NoiseMachines/fireNoiseGenerator.php,"The Fireplace
The sound of fire, without the burns Rain and fire noises represent natural sources of White Noise and Impulse Noise combined. Compared to Rain Noise , the noise of a fire offers sharper transients - the crackles - and a darker, warmer, level of white noise, only audible in the lower register. Instead of listening to pure white noise, some people switch to natural rain noise to perceptually cool down during summer time, and fire noise when days are getting darker and colder. ","У Камина
Звук огонь, без ожогов дождь и огонь шумы представляют собой естественные источники белого шума и импульсных помех в сочетании. По сравнению с шума дождя , шум пожара предлагает более резкие переходные процессы - потрескивает - и темнее, теплее, уровень белого шума, слышно только в нижнем регистре. Вместо того, чтобы слушать чистый белый шум, некоторые люди переходят на природный шум дождя в перцептивно остыть в летнее время, и огонь шум, когда дни становятся темнее и холоднее. "
105,CUSTOM_SHADE,https://mynoise.net/Data/CUSTOM_SHADE/bg.jpg,"Embrace The Darkness Liquid darkness reduces the light. Contours fading. Colors melting. Figures disappear in the depth of shadows. This custom generator was suggested by Arend, a fan and patron of myNoise. Read the side column below to learn how to create your own custom generator. ",Shade,https://mynoise.net/NoiseMachines/customShade.php,"Shade
Embrace The Darkness Liquid darkness reduces the light. Contours fading. Colors melting. Figures disappear in the depth of shadows. This custom generator was suggested by Arend, a fan and patron of myNoise. Read the side column below to learn how to create your own custom generator. ","Тени
В объятьях Тьмы жидкой тьме уменьшает свет. Контуры потертости. Цветы плавления. Фигуры исчезают в глубине теней. Этот обычай генератора была предложена аренд, поклонник и покровитель myNoise. Прочитать боковой колонке ниже, чтобы научиться создавать свой собственный генератор. "
106,SAILBOAT,https://mynoise.net/Data/SAILBOAT/bg.jpg,"The sailboat experience, without the seasickness Ahoy there shipmates! Batten down the hatches, get cozy in your bunk and hunker down for a journey on a sailing ship of old. Your destination? An ocean of sound, made by the creaks and squeaks of timbers and ropes, and the restless mood of the wind and the waves, pitching and rolling your vessel. Let the fair breeze steer your course, then safely anchor your vessel at night, allowing you to dream of you final destination. Or opt for a stormy weather soundscape, and spend a sleepless night aboard! ",Anchored,https://mynoise.net/NoiseMachines/squeakingSailboatSoundscapeGenerator.php,"Anchored
The sailboat experience, without the seasickness Ahoy there shipmates! Batten down the hatches, get cozy in your bunk and hunker down for a journey on a sailing ship of old. Your destination? An ocean of sound, made by the creaks and squeaks of timbers and ropes, and the restless mood of the wind and the waves, pitching and rolling your vessel. Let the fair breeze steer your course, then safely anchor your vessel at night, allowing you to dream of you final destination. Or opt for a stormy weather soundscape, and spend a sleepless night aboard! ","Якорь
Опыт парусник, без морской болезни Здравствуйте друзья! Задраить люки, вам уютно в своей каюте и затаиться в путешествие на парусном корабле старого. Ваше назначение? Океан звуков, сделанных скрипит и пищит из бревен и веревок, и беспокойные настроения ветра и волн, и качка судна. Пусть попутным ветерком направить свой курс, потом благополучно якорь свой судно в ночное время, что позволяет мечтать о вас конечный пункт назначения. Или выбрать штормовую погоду звуковой, и провести бессонную ночь на борту! "
107,AUTUMNWALK,https://mynoise.net/Data/AUTUMNWALK/bg.jpg,"Refreshing Autumnal Winds Following the pattern of our noise machines featuring walks through spring and winter , here comes an autumnal stroll through a windy forest. This invigorating ambiance was recorded in the Geographic Arboretum of Tervuren, a Belgian botanical garden composed of trees from the temperate climate zone of the Northern Hemisphere. The sounds of wind are created and shaped by its obstacles, and – on a windy day – the Arboretum is a great place to record a variety of sounds. In just a five minute walk like this one, you can cross from forest to forest and listen to the wind blowing between the different species of trees (use the Animate! feature). ",Autumn Walk,https://mynoise.net/NoiseMachines/autumnWalkSoundscapeGenerator.php,"Autumn Walk
Refreshing Autumnal Winds Following the pattern of our noise machines featuring walks through spring and winter , here comes an autumnal stroll through a windy forest. This invigorating ambiance was recorded in the Geographic Arboretum of Tervuren, a Belgian botanical garden composed of trees from the temperate climate zone of the Northern Hemisphere. The sounds of wind are created and shaped by its obstacles, and – on a windy day – the Arboretum is a great place to record a variety of sounds. In just a five minute walk like this one, you can cross from forest to forest and listen to the wind blowing between the different species of trees (use the Animate! feature). ","Осенняя Прогулка
Освежающий осенний ветер по образцу наш шум машин с прогулки через весной и зимой , а вот осенью прогуляться по лесу или. Эта бодрящая атмосфера была записана в географической Дендрарий Тервюрен, бельгийская Ботанический сад, состоящий из деревьев из зоны умеренного климата Северного полушария. Звуки ветра создаются и формируются его препятствия, и в ветреный день – Дендрарий-отличное место, чтобы записать различные звуки. Всего в пяти минутах ходьбы, как этот, можно пройти от леса к лесу и слушать ветер, дующий между разных видов деревьев (с помощью анимации! характеристика). "
108,MAGIC_VOICES,https://mynoise.net/Data/MAGIC_VOICES/bg.jpg,"Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ",Haunting Voices,https://mynoise.net/NoiseMachines/magicVoicesGenerator.php,"Haunting Voices
Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ","Навязчивые Голоса
Откройте для себя нашу серию волшебный генератор... для патронов только. Вы можете быть поражены несколько звуковых генераторов myNoise раньше, но они будут в буквальном смысле удивит вас, всегда! Наши волшебные серии-это бонус для людей, которые поддерживают этот сайт. Каждый раз при загрузке страницы, стебли слепо взяты из нашей большой бассейн из высококачественных аудиозаписей, создавая атмосферу, которая является уникальной на данный момент. "
